stemming;label
['tempat', 'bagus', 'mudah', 'temu', 'dekat', 'malioboro', 'kurang', 'suka', 'kamar', 'mandi', 'tidak', 'keran', 'pancur', 'sehinga', 'sulit', 'berwudhu'];Negatif
['hotel', 'mudah', 'temu', 'maliboro', 'langsung', 'ruang', 'tunggu', 'hotel', 'rim', 'ramah', 'bantu', 'layan', 'setuju', 'banget', 'hotel'];Positif
['ramah', 'nilai', 'tingi', 'suka', 'banget', 'kru', 'terima', 'kasih', 'bantu', 'ramah', 'sambut', 'kamar', 'luas', 'orang', 'kamar', 'mandi', 'tidak', 'hm', 'susah', 'wudhu', 'sedia', 'pancur', 'besar', 'kepala', 'basah', 'kuyup', 'sehinga', 'hati', 'hati'];Positif
['pilih', 'hotel', 'letak', 'mudah', 'temu', 'pusat', 'kota', 'yogyakarta', 'hotel', 'fasilitas', 'harga', 'masuk', 'akal', 'layan', 'karyawan', 'ramah', 'cepat', 'tanggap', 'bantu', 'check', 'masuk', 'check', 'pariwisata', 'yogyakarta'];Positif
['hotel', 'aceta', 'mudah', 'temu', 'pusat', 'kota', 'yogyakarta', 'jalan', 'malioboro', 'belah', 'malioboro', 'pusat', 'belanja', 'pagi', 'malam', 'nikmat', 'suasana', 'malioboro', 'kamar', 'pilih', 'kamar', 'balkon', 'harga', 'mahal', 'balkon', 'terima', 'tamu', 'lantai', 'lantai', 'dasar', 'tempat', 'restoran', 'kopi', 'kamar', 'bersih', 'karyawan', 'cepat', 'tanggap', 'cepat', 'tanggap', 'makan', 'pada', 'standar', 'hotel', 'bintang', 'kualitas', 'jaring', 'internet', 'kencang', 'layan', 'tvnya', 'salur', 'nasional', 'tidak', 'banyak', 'banyak', 'tonton', 'sayang', 'lewat', 'suasana', 'malioboro', 'kolam', 'renang', 'sarapan', 'lantai', 'pandang', 'unik', 'jalan', 'malioboro', 'tingi', 'hotel', 'langsung', 'susur', 'jalan', 'malioboro', 'ramai', 'waktu', 'waktu', 'sore', 'jam', 'hinga', 'jam', 'waktu', 'indonesia', 'barat', 'tutup', 'kendaran', 'motor', 'sehinga', 'jalan', 'kaki', 'puas', 'foto', 'nikmat', 'suasana', 'jalan', 'legendaris', 'yogyakarta', 'makan', 'sedia', 'harga', 'murah', 'unik', 'pilih', 'kopi', 'malioboro', 'pusat', 'belanja', 'tambah', 'suasana'];Positif
['terima', 'kasih', 'karyawan', 'karyawan', 'karyawan', 'karyawan', 'informatif', 'fasilitas', 'hotel', 'lengkap', 'nyaman', 'dekat', 'malioboro', 'pusat', 'belanja', 'karyawan', 'securitynya', 'ramah', 'sarapan', 'lezat', 'rekomendasi', 'hotel', 'aventa', 'terima', 'kasih'];Positif
['kali', 'kali', 'yogyakarta', 'menginap', 'hotel', 'aveta', 'kecewa', 'layan', 'parkir', 'hotel', 'bagus', 'mudah', 'temu', 'karyawan', 'ramah', 'makan', 'lezat', 'libur', 'kali', 'kecewa', 'layan', 'parkir', 'kartu', 'parkir', 'plat', 'nomor', 'asli', 'tidak', 'kartu', 'parkir', 'cantum', 'hotel', 'mobil', 'ambil', 'bukan', 'milik', 'mobil', 'orang', 'tidak', 'plat', 'nomor', 'kartu', 'parkir'];Negatif
['kamar', 'bagus', 'bersih', 'lokasi', 'mudah', 'temu', 'sayang', 'layan', 'buruk', 'checkin', 'sop', 'diupdate', 'tidak', 'tungu', 'kamar', 'kompensasi', 'pada'];Positif
['hotel', 'mudah', 'temu', 'malioboro', 'hotel', 'bersih', 'hotel', 'bintang', 'bagus', 'suasana', 'bintang', 'layan', 'sambut', 'tamu', 'nama', 'cepat', 'ramah'];Positif
['menginap', 'tangal', 'mei', 'malam', 'cari', 'sambut', 'tamu', 'lantai', 'ramah', 'kamar', 'luas', 'bersih', 'pandang', 'lorong', 'mpit', 'samping', 'malioboro', 'pusat', 'belanja', 'tempat', 'tidur', 'besar', 'nyaman', 'meja', 'kursi', 'kerja', 'dekat', 'televisi', 'salur', 'lengkap', 'lemari', 'dingin', 'camil', 'minum', 'gratis', 'jaring', 'internet', 'bagus', 'kencang', 'kamar', 'mandi', 'bersih', 'lengkap', 'mandi', 'lengkap', 'menu', 'sarapan', 'banyak', 'pilih', 'lezat', 'ruang', 'luas', 'layan', 'ramah', 'hotel', 'lengkap', 'milik', 'kolam', 'renang', 'tempat', 'parkir', 'aman', 'hotel', 'bahan', 'kawasan', 'perbelanjan', 'malioboro', 'pusat', 'belanja', 'jalan', 'malioboro'];Positif
['lokasi', 'mudah', 'temu', 'mudah', 'jangkau', 'parkir', 'mudah', 'kamar', 'bersih', 'rapi', 'nyaman', 'layan', 'ramah', 'rekomendasi', 'libur', 'keluarga', 'teman'];Positif
['puas', 'menginap', 'pintu', 'masuk', 'letak', 'jalan', 'malioboro', 'masuk', 'fasilitas', 'lengkap', 'karyawan', 'ramah', 'kamar', 'bersih', 'menginap', 'malam', 'menu', 'sarapan', 'banyak', 'ubah', 'tidak', 'bosan', 'lokasi', 'dekat', 'jalan', 'malioboro', 'jalan', 'jalan'];Positif
['hotel', 'golong', 'lokasi', 'mudah', 'temu', 'persis', 'samping', 'pusat', 'belanja', 'malioboro', 'parkir', 'jalan', 'belah', 'hotel', 'parkir', 'batas', 'pakai', 'tugas', 'parkir', 'hotel', 'bersih', 'menu', 'sarapan', 'banyak', 'jenis', 'harga', 'mahal', 'pekan'];Positif
['keluarga', 'menginap', 'aveta', 'minimal', 'bukan', 'makan', 'pagi', 'mie', 'aceh', 'kurang', 'lezat', 'banget'];Negatif
['kurang', 'hotel', 'parkir', 'mobil', 'lebih', 'setuju', 'banget', 'hotel', 'mudah', 'temu', 'persis', 'samping', 'yogyakarta', 'pusat', 'belanja', 'malioboro', 'kamar', 'pes', 'tampung', 'orang', 'sarapan', 'lezat', 'rekomendasi'];Positif
['hotel', 'bagus', 'acara', 'maluoboro', 'kendaran', 'tidak', 'masuk', 'jalan', 'hotel', 'tutup'];Positif
['kamar', 'bersih', 'akses', 'mana', 'mudah', 'layan', 'bagus', 'kali', 'menginap', 'menu', 'breakfeastnya', 'lezat', 'sedia'];Positif
['suka', 'banget', 'hotel', 'lokasi', 'kamar', 'layan', 'pada', 'saran', 'perhati', 'bersih', 'balkon', 'balkon', 'bangun', 'tempat', 'kotor', 'duduk', 'balkon', 'banyak', 'sampah', 'tumbuh', 'tanam', 'liar', 'sehinga', 'kurang', 'indah', 'pandang'];Positif
['lokasi', 'mudah', 'temu', 'malioboro', 'layan', 'ramah', 'senyum', 'cepat', 'respon', 'peduli', 'sayang', 'kerak', 'pancur', 'bersih'];Positif
['kamar', 'luas', 'maaf', 'debu', 'kotor', 'banget', 'kolong', 'meja', 'kursi', 'anak', 'rewel', 'main', 'lantai', 'air', 'panas', 'kurang', 'panas', 'layan', 'puas'];Positif
['hotel', 'bersih', 'karyawan', 'ramah', 'karyawan', 'sarapan', 'lezat', 'lokasi', 'mudah', 'temu', 'jalan', 'malioboro', 'jadi', 'rekomendasi', 'libur', 'pusat', 'kota', 'yogyakarta'];Positif
['hotel', 'mudah', 'temu', 'dekat', 'malioboro', 'dekat', 'malioboro', 'pusat', 'belanja', 'terima', 'kasih', 'karyawan', 'aman', 'bantu', 'jemput', 'jalan', 'mataram', 'jemput', 'bawa', 'barang', 'barang', 'vale', 'libur', 'yogyakarta', 'menginap', 'aveta', 'terima', 'kasih', 'aveta'];Positif
['kamar', 'bersih', 'nyaman', 'layan', 'karyawan', 'karyawan', 'ramah', 'ramah', 'pertanyan', 'aju', 'lokasi', 'pusat', 'malioboro', 'bagus', 'hotel', 'terima', 'kasih', 'karyawan', 'layan'];Positif
['lokasi', 'dekat', 'jalan', 'malioboro', 'cocok', 'libur', 'keluarga', 'terima', 'kasih', 'karyawan', 'aveta', 'karyawan', 'aveta', 'hotel'];Positif
['tempat', 'menginap', 'nyaman', 'kolam', 'renang', 'cocok', 'santa', 'jalan', 'layan', 'baik', 'karyawan', 'kamar', 'tata', 'rapi', 'lokasi', 'mudah', 'temu'];Positif
['hotel', 'kota', 'seni', 'makan', 'minum', 'hotel', 'lezat', 'fasilitas', 'pada', 'karyawan', 'ramah', 'ramah', 'inti', 'terima', 'kasih', 'layan', 'rekomendasi', 'hotel'];Positif
['terima', 'kasih', 'aveta', 'hotel', 'malioboro', 'tidak', 'bosan', 'bolak', 'kesini', 'informasi', 'layan', 'numero', 'terima', 'kasih', 'layan', 'senang', 'hati', 'karyawan', 'karyawan', 'karyawan', 'karyawan', 'ramah', 'sopan'];Positif
['karyawan', 'aveta', 'ramah', 'kamar', 'bersih', 'tempat', 'tidur', 'bersih', 'kamar', 'mandi', 'bersih', 'air', 'panas', 'lancar', 'parkir', 'luas', 'libur', 'yogyakarta', 'lokasi', 'hotel', 'mudah', 'temu', 'belah', 'malioboro', 'pusat', 'belanja', 'sukses', 'trus', 'aveta'];Positif
['lokasi', 'letak', 'belah', 'malioboro', 'malinterior', 'hias', 'lukis', 'sehinga', 'tarik', 'instagramablekamar', 'kamar', 'pada', 'kotafasilitas', 'parkir', 'tampung', 'sepeda', 'motor', 'mobil', 'lanta', 'wifisuasana', 'ramai', 'hotelpelayanan', 'ramah', 'cepatharga', 'standar', 'hotel', 'umumnyapembayaran', 'tunai', 'qris', 'debitbagi', 'saran', 'coba', 'tempat'];Positif
['lokasi', 'mudah', 'temu', 'kamar', 'bersih', 'nyaman', 'layan', 'bagus', 'harga', 'mahal'];Positif
['hotel', 'patut', 'coba', 'biaya', 'keluar', 'sesuai', 'hotel', 'kamar', 'nyaman', 'banget', 'kolam', 'renang', 'suruh', 'menginap', 'kasih', 'biaya', 'rekomendasi'];Positif
['hotel', 'bagus', 'layan', 'hebat', 'hotel', 'bagus', 'bersih', 'kejut', 'sambut', 'hangat', 'dos', 'mrs', 'portir', 'satpam', 'maaf', 'lupa', 'nama', 'pekerjan', 'rekomendasi', 'hotel', 'keluarga', 'teman', 'jempol'];Positif
['hotel', 'bersih', 'nyaman', 'sarapan', 'setuju', 'layan', 'ramah', 'rekomendasi'];Positif
['menginap', 'hotel', 'senang', 'karyawan', 'ramah', 'bantu', 'ruang', 'bersih', 'milik', 'butuh', 'jalan', 'hotel', 'tutup', 'malam', 'jalan', 'hotel', 'harap', 'hati', 'hati'];Positif
['kamar', 'bersih', 'tingkat', 'pelihara', 'flor', 'kering', 'sumbat', 'tidak', 'karyawan', 'housekeping', 'teliti', 'baik', 'salur', 'air', 'sumbat', 'tapak', 'sepatu', 'bersih', 'keset', 'basah', 'ganti', 'bawa', 'mobil', 'tunjuk', 'masuk', 'hotel', 'kurang', 'orang', 'jalan', 'masuk', 'hotel', 'sempit', 'ganti', 'tempat', 'parkir', 'masuk', 'susah', 'banyak', 'kendaran', 'kendaran', 'tugas', 'parkir', 'parkir', 'tempat', 'tempat', 'parkir', 'penuh', 'karyawan', 'valet', 'tidak', 'parkir', 'mobil', 'sikap', 'serius'];Negatif
['menang', 'jalan', 'utama', 'malioboro', 'parkir', 'kurang', 'karyawan', 'lantai', 'parkir', 'pakai', 'lift', 'turun', 'check', 'masuk', 'jam', 'banyak', 'tamu', 'check', 'masuk', 'jam', 'sore', 'prioritas', 'tidak', 'check', 'masuk', 'jam', 'sore', 'restoran', 'kolam', 'renang', 'tidak', 'awat'];Negatif
['tempat', 'tidur', 'nyaman', 'kamar', 'awat', 'sarapan', 'siap', 'pengalaman', 'menginap', 'bagus'];Positif
['hotel', 'bagus', 'mudah', 'temu', 'lokasi', 'banget', 'kawasan', 'jalan', 'utama', 'malioboro', 'tidak', 'kendaran', 'kesana', 'dekat', 'stasiun', 'tugu', 'menit', 'jalan', 'tugu', 'jalan', 'kaki', 'hotel', 'belah', 'selatan', 'pusat', 'belanja', 'malioboro', 'cocok', 'wisata', 'makan', 'hotel', 'pusat', 'kota', 'yogyakarta', 'karyawan', 'ramah', 'minta', 'tolong', 'cepat', 'direspon', 'iya', 'karyawan', 'lantai'];Positif
['pusat', 'malioboro', 'dekat', 'stasiun', 'tugu', 'kanan', 'kiri', 'toko', 'malioboro', 'dekat', 'teras', 'malioboro', 'hotel', 'dekat', 'pusat', 'belanja', 'malioboro', 'beneran', 'kesan', 'menginap', 'bagus', 'banget', 'karyawan', 'ramah', 'sarapan', 'lezat', 'kamar', 'luas', 'bersih', 'bersih', 'cleaning', 'layan', 'yogyakarta', 'menginap'];Positif
['suka', 'hotel', 'mewah', 'kamar', 'mandi', 'bagus', 'bersih', 'fasilitas', 'lengkap', 'dekat', 'malioboro', 'pusat', 'belanja', 'lezat', 'mana', 'kolam', 'renang', 'luas', 'bersih', 'kala', 'sehinga', 'nyaman', 'renang', 'layan', 'baik'];Positif
['tingal', 'hotel', 'kali', 'keluarga', 'lokasi', 'mudah', 'temu', 'malioboro', 'kamar', 'nyaman', 'balkon', 'layan', 'ramah', 'parkir', 'mobil', 'sempit', 'masuk', 'lorong', 'mpit'];Positif
['masuk', 'tempat', 'parkir', 'mobil', 'sulit', 'dagang', 'tempat', 'masuk', 'tempat', 'parkir', 'mobil', 'masuk', 'saman', 'mundur', 'jalan', 'sempit', 'hati', 'hati', 'mobil', 'gores', 'biaya', 'cat', 'mobil', 'tara', 'menginap', 'hotel', 'tidak', 'bertangung', 'satpam', 'jaga', 'orang', 'orang', 'malas', 'mohon', 'baik', 'akses', 'masuk', 'tempat', 'parkir', 'krusial', 'jangan', 'foto', 'bagus', 'kurang', 'puas', 'tidak', 'masyarakat', 'tahan', 'sesal', 'hilang', 'pelang', 'bangkrut'];Negatif
['hotel', 'jalan', 'malioboro', 'bahan', 'pusat', 'belanja', 'lantai', 'unik', 'karyawan', 'lantai', 'check', 'masuk', 'tidak', 'sabar', 'cari', 'karyawan', 'tidak', 'nanya', 'bagus', 'kamar', 'nyaman', 'televisi', 'kabel', 'sarapan', 'banyak', 'lezat', 'kolam', 'renang', 'bagus', 'kamar', 'baik', 'kedap', 'air', 'suara', 'orang', 'kamar', 'belah', 'dengar', 'kamar'];Positif
['kali', 'menginap', 'kesan', 'ramah', 'layan', 'bersih', 'sudut', 'tambah', 'bintang', 'rekomendasi', 'libur', 'cari', 'hotel', 'kawasan', 'malioboro', 'lokasi', 'mudah', 'temu', 'belah', 'malioboro', 'pusat', 'belanja', 'jumpa', 'semoga', 'kunjung', 'kesini', 'mohon', 'maaf', 'ribut', 'kacau', 'libur'];Positif
['lokasi', 'mudah', 'temu', 'nyaman', 'bawa', 'keluarga', 'relaksasi', 'layan', 'ramah', 'kamar', 'hotel', 'bersih', 'rapi', 'rekomendasi', 'relaksasi'];Positif
['hotel', 'tidak', 'fasilitas', 'pada', 'bayar', 'banyak', 'layan', 'jelek', 'banget', 'toilet', 'jorok', 'kandang', 'sapi', 'toilet', 'mampet', 'air', 'kotor', 'serah', 'hotel'];Negatif
['menginap', 'malam', 'kamar', 'beda', 'keren', 'saran', 'kamar', 'mandi', 'alangkah', 'baik', 'batas', 'pintu', 'kaca', 'tirai', 'plastik', 'air', 'kamar', 'mandi', 'halang', 'tidak', 'kamar', 'wastafel', 'becek', 'banget'];Positif
['lokasi', 'kawasan', 'malioboro', 'mudah', 'jalan', 'jalan', 'malioboro', 'lokasi', 'masuk', 'lorong', 'mpit', 'pelan', 'pelan', 'hotel', 'bawa', 'kendaran', 'ukur', 'besar', 'parkir', 'batas', 'bantu', 'fasilitas', 'tugas', 'parkir', 'hotel', 'karyawan', 'banget', 'kamar', 'keren', 'umur', 'ruang', 'restoran', 'sarapan', 'batas', 'wekend', 'antri', 'sarapan', 'menginap', 'tangal', 'mei', 'tumpu', 'lift', 'sambut', 'tamu', 'masuk', 'sarapan', 'mohon', 'perhati', 'kelola', 'sambut', 'tamu', 'restoran', 'sarapan', 'lantai', 'kamar', 'lantai', 'ruang', 'tunggu', 'lumpur'];Positif
['kamar', 'lokasi', 'setuju', 'tidak', 'komplain', 'sarapan', 'antri', 'kali', 'pengalaman', 'tidak'];Negatif
['nyaman', 'menginap', 'mudah', 'temu', 'mudah', 'cari', 'makan', 'lezat', 'layan', 'ramah', 'karyawan'];Positif
['menginap', 'cocok', 'cocok', 'kota', 'yogyakarta', 'cocok', 'banget', 'menginap', 'keluarga', 'fasilitas', 'kolam', 'renang', 'anak', 'anak', 'kamar', 'rapi', 'bersih'];Positif
['layan', 'karyawan', 'karyawan', 'bqt', 'banget', 'lokasi', 'dekat', 'malioboro', 'kamar', 'luas', 'bersih', 'sarapan', 'lezat', 'banget', 'menu', 'luas', 'layan', 'karyawan'];Positif
['kamar', 'betah', 'lama', 'kamar', 'bersih', 'terang', 'nyaman', 'tidur', 'karyawan', 'bantu', 'bantu', 'pilih', 'yogyakarta', 'pengalaman', 'puas'];Positif
['fasilitas', 'kamar', 'dingin', 'ruang', 'bagus', 'dingin', 'ruang', 'ful', 'dingin', 'harga', 'murah', 'kecewa', 'banget', 'kali', 'coba', 'menginap', 'layan', 'kurang', 'setuju', 'sumpah', 'jam', 'janji', 'nungu', 'kamar', 'jam', 'kesana', 'jalan', 'dst', 'malioboro', 'pusat', 'belanja', 'belah', 'hotel', 'jam', 'hubung', 'langsung', 'hotel', 'suruh', 'tungu', 'jam', 'tungu', 'jam', 'minta', 'tingkat', 'layan', 'hotel', 'kecewa', 'banget', 'bawa', 'bay', 'kapok', 'banget', 'menginap'];Negatif
['kamar', 'bagus', 'luas', 'bersih', 'situasi', 'pandemi', 'sarapan', 'pagi', 'pikir', 'check', 'masuk', 'suruh', 'sarapan', 'bagi', 'jam', 'unjung', 'saman', 'duduk', 'duduk', 'makan', 'tungu', 'rombong', 'karyawan', 'lapor', 'kurang', 'tangap', 'diri', 'berani', 'ambil', 'tindak', 'tidak', 'hotel', 'sarapan', 'antar', 'kamar', 'pakai', 'jam', 'karyawan'];Negatif
['layan', 'buruk', 'capek', 'jalan', 'kasih', 'masalah', 'ting', 'kunci', 'nungu', 'menit', 'jaring', 'internet', 'lambat', 'pagi', 'housekeping', 'karyawan', 'tidak', 'warna', 'langsung', 'buka', 'pintu', 'bersihin', 'kamar', 'ketuk', 'pintu', 'bilang', 'sebentar', 'waktu', 'nungu', 'ana', 'sampe', 'nang', 'karyawan', 'housekeping', 'nanya', 'jam', 'bersih', 'pintu', 'kamar', 'tidak', 'langsung', 'buka', 'hotel', 'telepon', 'kamar', 'bersih', 'bersih', 'kamar', 'lampu', 'kamar', 'kadang', 'mati', 'sprei', 'selimut', 'noda', 'kurang', 'bersih', 'hotel', 'buruk'];Negatif
['rekomendasi', 'menginap', 'yogyakarta', 'suka', 'dekat', 'stasiun', 'kereta', 'api', 'pusat', 'perbelanjan', 'kamar', 'bagus', 'lorong', 'kamar', 'milik', 'aroma', 'senang'];Positif
['lokasi', 'mudah', 'temu', 'bahan', 'malioboro', 'pusat', 'belanja', 'pusat', 'kota', 'yogyakarta', 'kafe', 'minum', 'kopi', 'restoran', 'kamar', 'hotel', 'bersih', 'fasilitas', 'lengkap', 'sarapan', 'lezat', 'menu', 'banyak', 'jenis'];Positif
['hotel', 'gedung', 'lokasi', 'mudah', 'temu', 'hotel', 'langsung', 'malioboro', 'kamar', 'bagus', 'bersih', 'dingin', 'ruang', 'dingin', 'kurang', 'lokasi', 'parkir', 'lorong', 'mpit', 'sempit', 'kamar', 'tidak', 'kedap', 'suara', 'tamu', 'desa', 'belah', 'kamar', 'jam', 'malam', 'teriak', 'teriak', 'lari', 'kamar', 'hotel', 'mengangu', 'penting', 'hotel', 'ketat', 'terap', 'protokol', 'sehat', 'pandemi'];Positif
['lokasi', 'utama', 'jalan', 'malioboro', 'belah', 'pusat', 'belanja', 'banyak', 'makan', 'makan', 'ringan', 'hotel', 'kamar', 'bersih', 'besar', 'luas', 'milik', 'ngin', 'gratis', 'jus', 'jeruk', 'oreo', 'bungkus', 'keripik', 'hadiah', 'selamat', 'tempat', 'tidur', 'king', 'besar', 'kamar', 'mandi', 'besar', 'sarapan', 'enak', 'banyak', 'makan', 'pilih', 'benang', 'peri', 'camil', 'jagung', 'tempat'];Positif
['hotel', 'nyaman', 'hotel', 'jenis', 'sarapan', 'agam', 'makan', 'tradisional', 'indonesia', 'barat', 'banyak', 'desert', 'snack', 'lezat', 'posisi', 'hotel', 'mudah', 'temu', 'banget', 'jalan', 'malioboro', 'dekat', 'stasiun', 'kereta', 'tugu'];Positif
['agustus', 'hotel', 'letak', 'jalan', 'malioboro', 'sehinga', 'dekat', 'tempat', 'wisata', 'ragu', 'menginap', 'berisik', 'dekat', 'jalan', 'sibuk', 'baca', 'ulas', 'tamu', 'bukan', 'menginap', 'hotel', 'tidak', 'berisik', 'kamar', 'tidak', 'hadap', 'jalan', 'utama', 'letak', 'lobi', 'tidak', 'jalan', 'utama', 'pinggir', 'jalan', 'kafe', 'hotel', 'karyawan', 'lantai', 'lewat', 'kafe', 'ruang', 'tunggu', 'lift', 'letak', 'kafe', 'mudah', 'belah', 'hotel', 'malioboro', 'pusat', 'belanja', 'restoran', 'kfc', 'mcd', 'barat', 'fod', 'watson', 'habis', 'lengkap', 'mandi', 'banyak', 'toko', 'jalan', 'malioboro', 'banyak', 'makan', 'sarapan', 'besar', 'makan', 'lokal', 'saji', 'makan', 'barat', 'sederhana', 'tidak', 'banyak', 'meningalkan', 'hotel', 'pagi', 'pagi', 'waktu', 'sarapan', 'sarapan', 'hari', 'sambut', 'tamu', 'ambil', 'sarapan', 'sok', 'pagi', 'sok', 'pagi', 'ambil', 'sarapan', 'sambut', 'tamu', 'kamar', 'kamar', 'mandi', 'bersih', 'rapi', 'fasilitas', 'sedia', 'bagus', 'karyawan', 'ramah', 'bantu', 'layan', 'bagus'];Positif
['hotel', 'harga', 'mahal', 'pandemi', 'layak', 'fasilitas', 'lokasi', 'mudah', 'temu', 'letak', 'pusat', 'wisata', 'malioboro', 'dekat', 'belanja', 'jalan', 'jalan', 'nongkrong', 'malioboro', 'malam', 'langsung', 'kamar', 'kamar', 'bersih', 'nyaman', 'kasur', 'lembut', 'tidur', 'nyenyak', 'rumah', 'balkon', 'karyawan', 'ramah'];Positif
['mudah', 'temu', 'banget', 'tempat', 'jalan', 'malioboro', 'cocok', 'banget', 'tempat', 'menginap', 'wisatawan', 'yogyakarta', 'saran', 'wekend', 'jangan', 'bawa', 'mobil', 'kesini', 'jalan', 'tutup', 'kamar', 'layan', 'roftop', 'kolam', 'renang', 'mantap', 'banget'];Positif
['hotel', 'bagus', 'mudah', 'temu', 'harga', 'murah', 'kantong', 'fitur', 'fitur', 'kamar', 'pada', 'solid', 'layan', 'ramah', 'cepat', 'bagus', 'pol'];Positif
['hotel', 'letak', 'kota', 'belah', 'jalan', 'malioboro', 'bayar', 'juta', 'kamar', 'malam', 'sarapan', 'minta', 'uang', 'jamin', 'ribu', 'hotel', 'sulit', 'temu', 'tahap', 'bangun', 'tidak', 'garasi', 'layak', 'detektor', 'bakar', 'pasang', 'hotel', 'hotel', 'bintang', 'kamar', 'bersih', 'luas', 'tidak', 'lemari', 'pakai', 'interior', 'sederhana', 'warna', 'warna', 'tenang', 'kamar', 'koridor', 'ruang', 'tunggu', 'fasilitas', 'kamar', 'mandi', 'kualitas', 'tingi', 'harap', 'kualitas', 'handuk', 'hilang', 'kamar', 'mandi', 'check', 'masuk', 'hotel', 'selesai', 'lokasi', 'bagus', 'tidak', 'banding', 'harga', 'mahal', 'banding', 'hotel'];Positif
['letak', 'pusat', 'kota', 'yogyakarta', 'belah', 'selatan', 'pusat', 'belanja', 'malioboro', 'hotel', 'unik', 'murah', 'orang', 'kali', 'letak', 'karyawan', 'masyarakat', 'bantu', 'minta', 'tolong', 'respon', 'cepat', 'kamar', 'luas', 'pilih', 'tonton', 'televisi', 'lengkap', 'potong', 'buah', 'kue'];Positif
['hotel', 'bagus', 'letak', 'mudah', 'temu', 'jalan', 'utama', 'malioboro', 'bahan', 'pusat', 'belanja', 'malioboro', 'karyawan', 'ramah', 'kamar', 'luas', 'kulkas', 'kamar', 'dekorasi', 'kamar', 'tarik'];Positif
['hotel', 'bintang', 'bagus', 'banget', 'fasilitas', 'lengkap', 'kolam', 'renang', 'lokasi', 'mudah', 'temu', 'dekat', 'pusat', 'belanja', 'harga', 'murah', 'rekomendasi', 'banget'];Positif
['hotel', 'asa', 'rumah', 'keluarga', 'nyaman', 'karyawan', 'ramah', 'banget', 'minta', 'tisu', 'handuk', 'sandal', 'lokasi', 'mudah', 'temu', 'bersih'];Positif
['hotel', 'mudah', 'temu', 'jalan', 'malioboro', 'dekat', 'tempat', 'perbelanjan', 'jalan', 'malioboro', 'kurang', 'meter', 'pasar', 'beringharjo', 'dekat', 'hotel', 'banyak', 'jajan', 'lezat', 'layan', 'ramah'];Positif
['baik', 'rekomendasi', 'menginap', 'lokasi', 'lokasi', 'lokasi', 'kamar', 'balkon', 'nyaman', 'banget', 'tempat', 'tidur', 'besar', 'tempat', 'non', 'rokok', 'balkon', 'kolam', 'renang', 'anak', 'besar', 'makan', 'banyak', 'jenis', 'juru', 'parkir', 'cepat', 'tanggap', 'baik', 'karyawan', 'parkir', 'tahan', 'aveta'];Positif
['setuju', 'masalah', 'sistem', 'listrik', 'karyawan', 'hotel', 'cepat', 'masalah', 'cepat', 'atas', 'yogyakarta', 'menginap'];Positif
['pesan', 'keluarga', 'kamar', 'orang', 'dewasa', 'kamar', 'luas', 'lokasi', 'mantap', 'jalan', 'malioboro', 'menu', 'sarapan', 'lezat', 'sambut', 'tamu', 'lantai', 'dekat', 'kolam', 'renang', 'restoran', 'sarapan'];Positif
['pilih', 'hotel', 'sedia', 'balkon', 'sekian', 'banyak', 'pilih', 'hotel', 'yogyakarta', 'sedia', 'balkon', 'salah', 'aplikasi', 'pilih', 'hotel', 'hotel', 'aveta', 'bagus', 'pilih', 'menginap', 'malam', 'sana', 'yogyakarta', 'tempat', 'malioboro', 'bahan', 'malioboro', 'pusat', 'belanja', 'akses', 'mudah', 'jangkau', 'dekat', 'stasiun', 'kereta', 'yogyakarta', 'kecewa', 'hotel', 'sarapan', 'menu', 'sedia', 'hotel', 'kelas', 'pilih', 'nasi', 'goreng', 'pagi', 'menginap', 'nasi', 'goreng', 'keras', 'ikanya', 'asin', 'dor', 'guna', 'tepung', 'karyawan', 'restoran', 'respons', 'cepat', 'pasar', 'dekat', 'minta', 'saran', 'tidak', 'sedia', 'lemari', 'pakai', 'sana', 'ukur', 'kamar', 'pilih', 'luas', 'salur', 'buang', 'kamar', 'mandi', 'mampet', 'minta', 'kamar', 'bersih', 'spreinya', 'tidak', 'ganti', 'minta', 'ganti', 'sok', 'hari'];Negatif
['hotel', 'bagus', 'letak', 'mudah', 'temu', 'jalan', 'utama', 'malioboro', 'bahan', 'pusat', 'belanja', 'malioboro', 'karyawan', 'ramah', 'kamar', 'luas', 'kulkas', 'kamar', 'dekorasi', 'kamar', 'tarik', 'kolam', 'renang', 'restoran'];Positif
['hotel', 'bintang', 'mudah', 'temu', 'letak', 'pusat', 'kota', 'yogyakarta', 'milik', 'desain', 'bangun', 'standar', 'moderen', 'layan', 'prima', 'kamar', 'sedia', 'nyaman', 'luas', 'rekomendasi', 'singah', 'kota', 'yogyakarta'];Positif
