rating,ulasan,label
5/5,Layanan sangat memuaskan nyaman dan aman pokonya okee,Positif
5/5,"Lokasi strategis ditengah malioboro, hotel dengan reception berada di lantai atas with clean pool and resto di atas. Kamar dan toiletnya bersih dan besar. Tersedia tempat parkir mobil di basement. Free mini bar snack . Recommended utk yg mau stay di tengah malioboro.",Positif
5/5,"Hotelnya bagus, bersih, wangi. Kamarnya juga luas cocok untuk liburan keluarga. Breakfastnya juga bervariasi dan lumayan enak. Fasilitas lengkap banget, dari kulkas, brankas, sampai hair dryer ada. Lokasi strategis di tengah malioboro, cuma harus hati2 aja kalau pas ada event, akses ke hotelnya kalau bawa kendaraan agak susah, dan biasanya setiap hari jam 18.00-21.00 jl malioboro ditutup utk kendaraan. Bisa ditutup lebih awal kalau ada event tertentu. Tapi staff hotel membantu banget kok. Recommended buat liburan bareng keluarga. Must try! ❤❤❤❤❤",Positif
2/5,"sorry harus kasih 2 star. Saya family traveller with kids dan lansia. Kyk nya utk yg bawa anak harus agak pikir2 dulu kl mau stay. Mau kasih 1 star sbnrnya tapi krn g tega jadinya 2 star.(+) lokasi di malioboro pusat jogja(+) air panas dan ac okelah(-) kamar banyak semut. Dari semua hotel yang seumur hidup didatangin, baru kali ini nemu yg semutnya banyak. Semut di meja kamar, luggage ruck, dan wastafel. Kalau cuma 1-2 ekor ya udahlah, tapi ini tuh banyak banget. Sudah coba bunuhin semutnya sendiri tapi tetap dateng terus. Entah pest control disini itu gmn. Roti yang dibeli dari luar kota sampai ud disemutin semua dan kami rugi hampir 50rb lebih. Udh bilang ke tim hotel utk dibersihin kamarnya dan JANGAN PAKAI BAYGON, tapi nyatanya ya tetap byk semut dan sepertinya tetap pakai baygon meski baunya disamarkan dgn pewangi. Al hasil minta ganti kamar, tapi ya masih ada semut tapi at least sdkt lebih baik.(-) resepsionis di lantai 8(-) tidak ada jet shower di wc, hanya sistem bidet saja : Ac yg netes di lantai 1 juga tetap netes dari hari pertama cek in.Saya rasa ujung”nya komen ini cuma dibalas dgn automatic message dari tim hotel, jadi ya sudah semoga semua bisa lebih baik lagi nantinya dan pembeli diharap bisa lebih kritis juga dalam memilih hotel utk diinapi terutama kalau ada anak2.",Negatif
5/5,"Hotel ini terletak di samping Mall Malioboro dan akses masuknya bisa dari pintu depan (restoran) atau dari parkiran, yang mana langsung ke lift. Resepsionis ada di lantai 8 dan di sampingnya ada pintu menuju kolam renang. Saat itu saya mendapatkan kamar dengan harga Rp 798.000 di lantai 2 kamar 222. Kamarnya bagus, luas dan ada balkonnya. Padahal saya sepertinya tidak memesan kamar yang ada balkonnya, tapi ya alhamdulillah. Peraturan selama menginap di sini cukup banyak, jadi silakan dibaca baik-baik. Saya juga cukup terkejut melihat snack dan minuman di mini bar yang bisa dinikmati secara gratis oleh customer. Di depan hotel ini juga ada penjual nasi uduk dan lontong sayur yang enak. Minusnya kalau Jl. Malioboro sedang ditutup, akses menuju hotel ini lumayan sulit.",Positif
5/5,"Menginap di kamar deluxe untuk 1 hari dengan balkon, kamar cukup bagus dan ac sangat dingin, lantainya sangat bantu kamarnya jd terasa lebih dingin lagi.  Lalu karena ada bbrp hal akhirnya pesan satu kamar superior dgn twin bed, luas kamarnya jauh lebih besar karna tanpa balkon. Namun saat masuk kamarnya, lantainya sangat lengket (entah apa yang salah sama surface liquid nya, pokonya ga enak banget dikaki), kami yg suka barefoot di dlm ruangan cukup terganggu dgn itu. Interior ruangan dan kamar mandi di kamar superior lebih bagus, bersih dan luas dibanding kamar deluxe (banyak noda kerak air). Ada pintu connecting room, ruang kamar kurang kedap suara. Resepsionis kurang informatif dan bicara terlalu cepat, jd beberapa kali harus mengulang.Oya saat checkout kami meminta bantuan trolley hotel, barang diangkut duluan kebawah dan kami turun menyusul sekitar 15 menit kemudian. Agak kaget karena barang² sudah tergeletak di lantai kotor (seharusnya tetap di trolley gak sih sampai tamu benar² akan pergi? Cmiiw) dan barang ditinggal tanpa pengawasan security..Overall pengalaman menginap disini lumayan berkesan karna lokasinya yg strategis sangat mudah diakses. Semoga setiap masukan reviewer bisa ditampung pihak hotel dan menjadi pertimbangan untuk jd lebih baik lagi pelayanannya. Terimakasih",Negatif
4/5,"Aveta rasa sutet, pas kebagian pemandangan diluar kamarnya😁 sing penting udah cobain nginep disini.",Positif
5/5,"Mantap, Snack penyambutan nya luar biasa. Kamar bersih dan nyaman. AC perlu dirawat. Saya menginap bulan Maret 2024",Positif
5/5,"Hotel ini terletak di jalan Malioboro yang paling ramai. Lokasinya sangat strategis. Harga kamar untuk 4 orang juga sangat terjangkau. Kamarnya besar dan nyaman. Sayang kamarnya persis di bawah kolam renang di atap, dan suara saluran airnya terdengar setiap hari. Sarapan prasmanan di sini hampir setiap hari sama, kadang enak kadang tidak.",Positif
5/5,"Kamar yang bersih dan Nyaman, suasana tenang sekeliling hotel bersih jadi merasa dirumah sendiri. Pelayanan ramah dan cepat
Terima kasih untuk semua staff, Mas Firdaus dan Mb Silvi membantu dan memberikan informasi banyak 👍",Positif
4/5,"Sudah ketiga kalinya menjenguk putri ku, yg kebetulan (Nb ; bekerja disekitar situ) kalo liat hotelnya dari luar sih lumayan bagus......cuma, kita kan ga masuk apalagi check inn",Negatif
5/5,"Straight to Malioboro.. cukup satu langkah. kamar bersih dengan aroma khas, pelayanan memuaskan full senyum dan sabar, lorong bersih. Sekarang udah banyak bule yg ke Jogja, jadi cukup senang dengan kemajuan pariwisata.. termasuk bule2 yg berenang berbikini di pool hotel.. it nevermind kita harus berpikiran terbuka.. memang yg menjadi kendala adalah parkiran mobil namun mas2 dengan sigap mengatur dengan penuh kesabaran. untuk mbak Yuni di FB bawah salut dengan pelayanannya, cheers ....  ya ya meskipun tidak ada smoking room yg bikin saya sedikit kecewa.",Positif
5/5,"Hotel Aveta yang terletak tepat di jalan Malioboro adalah pilihan yang baik untuk pengalaman menginap yang menyenangkan. Ini memiliki Coffee Bar kecil di lantai dasar. Bagian penerima tamu berada di lantai 8 di mana juga terdapat kolam renang. Ini memiliki bakat dan pesona yang bagus. Kamar-kamarnya dilengkapi dengan baik dan bersih. Layanannya luar biasa, terutama untuk Binatu dan Layanan Kamar. Sarapannya memiliki beragam Makanan dan Minuman yang enak. Karena Hotel terletak tepat di jalan Malioboro Anda dapat berjalan-jalan di sepanjang jalan yang terdapat banyak Bar, Toko dan Restoran. Juga sebuah Mall besar berada tepat di sebelah Hotel, di mana Anda dapat membeli barang-barang kebutuhan sehari-hari. Alfamart juga tidak jauh untuk berbelanja. Saya hanya bisa menyarankannya! Jika saya kembali lagi, saya pasti akan menginap di sini lagi.",Positif
5/5,"Nice experience..Lokasi strategis di Malioboro, staff ramah",Positif
4/5,"Jam Check In jam 15:00 - Jam Check Out jam 12:00. Mau stay  lebih dari satu malam tidak jadi dan kami pindah hotel. Stay di lantai 5 tapi mulai dari jam 10:00 pagi house keeping sudah mulai bersih bersih di kamar lain sekitar kamar tempat kami menginap, bising kursi meja digeser geser, padahal jika kami mengeser tempat tidur atau merokok didalam ruangan akan didenda 700.000 tetapi yang mereka lakukan sangat mengganggu dan itu pada ahirnya menjadi tidak sebanding dengan harga yang kami bayar. Tentang lokasi: sangat menarik karena keluar pintu hotel langsung atmosphere Malioboro kental terasa.",Negatif
5/5,"Kemarin menginap waktu acara gathering perusahaan,Lokasi hotelnya strategis, pelayanannya bagus, unit kamar bersih dan bagus, dan untuk makanannya semua enak² banyak pilihan dessert dan buah juga banyak pilihan,, rekomen banget👍👍",Positif
5/5,"Tempat yang strategis, kamar bersih dan wangi, staffnya juga ramah...
Untuk pelayanan mbak renata dan mbak via sangat ramah dalam melayani tamu.",Positif
5/5,"Saya baru-baru ini tinggal di hotel ini dan sangat terkesan dengan pengalaman saya. Hotel ini modern, bergaya, dan sangat nyaman, dengan semua fasilitas yang saya butuhkan untuk pengalaman menginap yang menyenangkan. Stafnya ramah dan bersahabat, selalu siap membantu dengan apa pun yang saya butuhkan. Kamarnya bersih, luas, dan ditata dengan baik, dengan tempat tidur yang nyaman dan semua teknologi terkini. Dan lokasinya sempurna, dengan akses mudah ke semua tempat wisata dan atraksi di area tersebut. Secara keseluruhan, saya sangat merekomendasikan hotel ini kepada siapa pun yang mencari pengalaman menginap yang nyaman dan nyaman di kota.",Positif
5/5,"Nice hotel, staf ramah dan terletak di jantung Malioboro.Mau ke Plaza dekat, Mau ke jalan kecil dekat, Mau ke Teras Malioboro 2 juga dekat.Suka banget dengan Kolam renang rooftop dan fasilitas hotel yg bersih, handuk bersih tersedia di sekitar kolam Kolam anak dan dewasa tersedia.Breakfast sangat luar biasa enak dan beragam, keren sekali. Terimakasih Aveta 🥰🥰",Positif
5/5,"Lokasi sangat bagus, hotel bintang 3, layanan bagus, kualitas hotel bagus. Kamar mandi toilet tersumbat, harus membersihkannya sendiri. Secara keseluruhan cukup bersih, staf perlu lebih fokus pada sterilisasi kamar dengan lebih baik. Tampak agak kuno, hanya toilet yang perlu dibersihkan. Toilet di kolam renang juga cukup buruk, tetapi secara keseluruhan harga yang dibayarkan sesuai.",Positif
5/5,Posisi hotelnya sangat strategis. Kamarnya luas dan bersih. Ruangannya wangi. Pelayanannya baik. Staffnya ramah. Cocok untuk staycation.,Positif
5/5,Tempat asyik buat berlibur kawasan malioboro,Positif
5/5,"Hotel bagus, bersih, wangi, pelayanan ramah. setiap lantai wangi, dingin ac diluar ruangan. ac kamar super dingin, kamar mandi bersih, wangi. harga kamar bagus. kalau mo stay saya dan keluarga pasti di sini lagi.",Positif
5/5,"Hotel ini benar-benar indah dan disajikan dengan segala cara yang mungkin, kamar hotel kami rapi dan sangat luas untuk kami bertiga. Tapi yang paling penting, stafnya sangat ramah, khususnya Aulia yang melakukan yang terbaik untuk memberi kami layanan terbaik dan merekomendasikan bar dan layanan lokal. Dan karena kami menyukai biskuit buatan sendiri yang cantik yang mereka nikmati sebagai sambutan di resepsi, dia berusaha keras untuk meminta staf dapur membuatkan satu untuk kami masing-masing untuk dibawa saat checkout! Sungguh mimpi menginap di hotel ini, sangat bersih dan memiliki kolam renang yang ingin kami kunjungi tetapi tidak mendapat kesempatan. Kami sangat merekomendasikan!",Positif
5/5,"Overal puas dgn Aveta Hotel, sdh 2x nginep disini. Hanya AC dikamar agak berbunyi, sedikit mengganggu utk orang yg light sleeper.",Positif
5/5,"Salah satu hotel terbaik di kawasan malioboro, posisi di samping mall, ada mini theater nya dan mini bar gratis di refill tiap hari, minus nya lahan parkir untuk tamu yang terbatas",Positif
5/5,"Hotelnya bagus, kamarnya luas, sarapannya enak. Memuaskan banget nginep di sini. Cuma sayangnya lupa mau minta kamar dengan view jalan heheh",Positif
5/5,"Stay di Aveta selama 3 hari 2 malam.Puas banget !Paling suka dengan lokasi yang enak banget ,keluar lobby langsung di malioboro ,jadi kapanpun pengen jalan jalan bisa lngsung keluar !Staff nya ramah ,kebersihan lumayan oke. Hanya saja sempet kaget karena knop shower patah / jatuh pas lagi mandi .Mungkin bisa di perbaiki / di ganti unit knop shower di kamar 311 ya ,karena berbahaya jika jatuh terkena kaki.Untuk breakfast nya enak banget & pilihan menu variatif ,bahkan unik karena ada Kembang Gula ,jadi yang ajak anak bisa tenang di ajak sarapan tanpa rewel.Lobby nya agak unik karena ada di lantai 8 bukan di lantas bawah.Lahan parkir sebenarnya luas ,tetapi akses menuju tempat parkir cukup sempit. Hanya 1 jalur mobil sudah penuh.Dan jam 18.00-21.00 jalan kendaraan bermotor ditutup.Restaurant di bawah juga murah & enak !Mie Kuah nya rekomen karena banyak porsinya & seger banget !Bakal kesini lagi kalau kejogja !",Positif
5/5,Nginap sini karena anak ada pawai drumband di malioboro overall hotel nya recom banget dari sekuriti vallet fo fb mantab joss lah semua breakfast juga luar biasa sih komplit sangat,Positif
5/5,"Best place..best room, best semuah..Nginep semalem untuk transit sungguh sangat nyaman..Jalan ke malioboro pun tinggal kedip sampe..Pegawainya pun ramah2 & sopann..Pokoknya sukaaa..Next liburan pasti balik ke aveta hotel..Thanks untuk mb Renata & via..pelayanannya best..",Positif
5/5,"Saya dan Keluarga menginap tanggal 6 Juli....Hotel Bagus, Kamar Bersih, Kamar mandi Bersih....Masukan aja Kamar mandi ditambah kran air untuk Wudlu.",Positif
5/5,"Waktu liburan puasa pertama di jogja menginap di salah satu hotel yaitu aveta malioboro, pelayanan di aveta real good... 👍apa lagi waktu itu klo tidak salah staff front office nya mas firdaus di sambut dengan hangat, ramah dan sangat jelas menjelaskan waktu check in, humble bget orang nya, dan waktu itu pengen jalan ke alun2 dan keraton jogja sangat ramah banget di jelaskan sama mas firdaus 🙏Kamar juga very good bersih nya, recommended bget utk berlibur kembali ke Jogja Thanks aveta....",Positif
4/5,"Saat saya berada disini saya ditawari barangnya untuk diantar lalu sya disuruh menunggu dikamar tapi setelah 1 jam-1:45 jam saya menunggu barang saya Masih belum diantar saat saya cek di basement ternyata barang saya memang tidak diantar dan dibiarkan saja tapi gpp mungkin karena rame saja ,tempatnya juga bagus dan nyaman",Positif
5/5,"Lokasi strategis, hotel nya nyaman, seluruh staf sangat membantu. Terima kasih mba renata, mba aulia, dan staff lainnya",Positif
5/5,lokasinya strategis di samping mall dan nggak jauh dari stasiun dan pusat keramaian. parkir mobil terbatas tapi ada free valet yang akan memarkirkan kendaraan tamu. kamar dan toiletnya bersih. menu sarapannya enak. di bar mini disediakan free welcome snack and drink. cuma agak terganggu dengan koneksi wifinya yang lambat.,Positif
5/5,Lokasi sangat strategis di pedestrian Malioboro. Dekat mau kemana mana.,Positif
5/5,"Hotel ini berada tepat di jantung Jalan Malioborow yang ramai. Kamarnya sangat bersih dan luas. Staf sangat ramah dan membantu. Sarapannya biasa saja. Saya sarankan makan di luar untuk sarapan saja. Silakan nikmati sarapan lokal. Anda tidak akan menyesal. Tapi tidak ada gym. Yang lainnya, tetap di sini!",Positif
5/5,"Saya sangat senang dengan pengalaman menginap saya di hotel ini. Kamar yang bersih dan nyaman, sarapan yang lezat, dan pelayanan yang sangat baik. Stafnya sangat ramah dan membantu dalam memberikan informasi tentang tempat-tempat wisata lokal. Saya akan merekomendasikan hotel ini kepada teman dan keluarga.",Positif
4/5,"Kamar standart untuk tipe family tidak ada sofa dan tidak ada almarinya,,,,,
Lokasi strategis dekat dengan mall dan jl malioboro .....
Layanan standart...",Positif
5/5,"Lokasinya tepat di samping Malioboro Mall di jalan Malioboro. Jadi sangat strategis, sehingga tidak terlalu jauh jika ingin berjalan menuju stasiun Tugu atau ke Kilometer 0 Jogjakarta. Kamarnya bergaya minimalis yang nyaman dan bersih. Staff FO nya sangat ramah dan sangat membantu, serta cepat dalam melayani Tamu. Front officenya berada di lantai 8. Kolam renangnya tidak terlalu besar, terletak di lantai 8 juga bersama area restoran untuk sarapan. Menu sarapannya memang tidak terlalu beragam, tetapi cukup lengkap dan rasanya enak, mantap. Staff restonya juga ramah2.Area parkir kendaraannya memang sempit, dan masuk ke dalam gang. Tapi pihak hotel akan menginformasikan bahwa kendaraan dapat diparkir di area jalan Mataram dekat toko oleh2 Bu Tini, terutama dijam 18:00 sd 21:00 saat jalan Malioboro ditutup untuk dijadikan area jalan bagi pedesterian.Untuk mencari taxi online seperti gocar, sulit, karena driver sering malas mengambil orderan ke area ini. Jadi solusinya, naik becak, sekalian menikmati nostalgia jalan2 di Jogja sambil naik becak. Asik juga.Secara keseluruhan puas menginap di hotel ini. Mantap!",Positif
5/5,"Nyaman sekali menginap di Aveta, ternyata kamar nya engga sebrisik yang ada di review. saya bisa tidur nyenyak.staff nya ramah, receptionistnya humble & helpfull, security ramah pula breakfast nya enak hanya perlu ditingkatkan presentasi pastry nya aja.good job Aveta, next kesini lagi",Positif
5/5,"Terletak di jantung kota Jogja, sebelah selatan Malioboro mall.Hotel yg unik... (Masuk melalui Kafe Kala Jumpa)....Karena resepsionisnya ada di lantai 8, di depan kolam renang dan Sky Lounge.Bila membawa mobil pribadi, ada gang kecil tepat di sebelah Malioboro mall, masuk dari situ.Jalan kaki dari Stasiun Tugu jg masih affordable laaaa...Semua yg datang pertama kali pasti bertanya-tanya dimana resepsionisnya.Orang-orangnya sangat helpfull. Dimintai tolong responnya cepat.Kamar luas, pilihan tontonan TV cukup. Compliment buah potong dan cake ketika sdh masuk.Juga free snack n soft drink yang tersedia di kamar dan akan diisi kembali ketika habis. Ada 2 air kemasan botol 600ml dan 1 botol 1lt.Ada fasilitas instant coffe maker juga. Ada balkon untuk bersantai minum kopi.No Smoking hotel yaaaa....Sayangnya kamar mandi hanya ada shower di atas, agak repot klo mau cuci kaki... Hrs extra hati2 biar tidak basah seluruh badan. Mandipun hrs pake shower cup, klo tidak rambut basah semua, sedangkan tdk tersedia fasilitas hair dryer, kecuali pinjam ke hotel.Ini hotel bintang 3 yaaa... Jd utk menu breakfast tdk terlalu byk pilihan...Makan pagi kadang Di sky lounge, ataupun di Kafe Kala Jumpa dengan pemandangan langsung ke jalan Malioboro.Pengalaman menyenangkan.Semoga kedepannya disediakan dispenser air minum... Jadi bisa ambil minum seperlunya",Positif
5/5,"Hotel baru, security nya baik, dan bisa titip tas sebelum waktu check-in.
Keluar hotel langsung malioboro. Deposit kartu akses Rp100rb. Kamar dan isi seluruhnya berfungsi dgn baik. Wastafel tidak ada air panas. Isi kulkas gratis😍",Positif
1/5,"Hotel dengan regulasi paling aneh.1. Punya fasilitas balkon tapi tidak boleh merokok di balkon..??????2. Fasilitas balkon punya pintu, tapi kunci pintu tidak boleh di tinggal (kamar executive) jadi jika ingin buka balkon harus telp petugas.. Kalau mau dikunci.. Harus telp lagi atau tidak usah di kunci...???Tolong manajemen membuat kebijakan yang manusiawi.. Baru kali ini ketemu hotel seperti ini..",Negatif
5/5,"Mantap, pelayanannya ramah semua, breakfast komplit paling maknyus pastrynya",Positif
5/5,Suka sama design nya yg minimalist,Positif
5/5,"Hotel sangat bersahabat,Lokasi sangat nyaman, di area malioboro street Buka pintu udh malioboro,Sarapan nya enak local food and weastern food, jamu juga street Sangat bervariasi,Lokasi reseptionist di lt 8 dan kamar di lt 5 Staff sangat helpfull Saat minta iron langsung di anterin,Laundry juga sangat cepat ..Di bantu staff bernama Firdaus, sangat ramah dan membantu Thankyou Aveta Hotel Bakal balik ke sini lg kalo visit jogja  ^^",Positif
4/5,"Kamarnya besar dan sangat bagus, pelayanannya sangat baik dan banyak pilihan untuk sarapan. Lokasi sangat bagus karena tepat di samping mall. Kekurangan dari hotel ini adalah kolam renangnya yang terkesan kotor dan tidak terawat",Negatif
5/5,"Tempat strategis, di jln Malioboro namun harap check kamarnya mandinya jangan sampai licin dan tempat sabunnya kalau lepas segera dibenahi sebelum tamu check in.",Positif
5/5,Menginap dengan sangat menyenangkan di Aveta Hotel. Hotel ini sepadan dengan harganya. Poin-poin utama:(1) Lokasi: sangat sentral (hanya satu menit jalan kaki ke jalan utama yang ramai untuk berbelanja dan pasar)(2) layanan yang luar biasa dan penuh perhatian dari staf hotel. Saya ingin secara khusus menyebutkan Aulia di meja resepsionis. Perhatian dan profesionalismenya membuat kami merasa senang menginap di sini.(3) Sarapan yang lezat,Positif
5/5,"Ruangan bersih, tempat tidur bersih, kamar mandi bersih, air panas lancar. Jalan masuk hotel sempit, mobil jika berpapasan harus bergantian. Parkir cukup luas didalam. Makan pagi cukup variatif pilihannya. Resepsionis ada di lantai 8. Jadi kalo mau cek in harus naik lift dulu ke lantai 8. Pelayanan ramah. Pokoknya tidak mengecewakan deh",Positif
5/5,"Secara keseluruhan hotelnya nyaman, bersih dan bagus secara pelayanannya. Meskipun masih banyak yg kurang dari sisi perlengkapan kamar (handuk dan keset yg blm tersedia, hari ke 2 perlengkapan yg dipake jg ga di isi ulang lg) tp ketika komplain dan minta ke receptionist, mereka cepat tanggap dan langsung memberikannya. Thank you, nyaman sekali berada di hotel ini krna tempatnya sangat strategis…",Positif
5/5,"Hotel di tengah malioboro. Ada kafe di lantai bawah Kamar bersih. Kamar family luas ada meja dan kursi makan di dalam kamar Kamar kurang kedap suara Breakfast lumayan enak. Makanan friendly bagi anak2, ada wafle, harum manis, puding, dll",Positif
5/5,"lokasi bagus dipusat keramain Jogja, kamar nya bersih, fasilitas dan service nya mantap apalagi recepsionis nya ramah2 mba aulia dan mas firdaus 👍⭐️",Positif
5/5,"Tempat yang cozy pas di Jl. Malioboro.Makanan enak, kamar luas dan bersih dan staff yang super ramahTerima kasih Aveta",Positif
5/5,"Prime location, karena pas bgt keluar hotel langsung Malioboro. Room super luas, wangi, dan bersih bgt juga. Service oke banget. Hotel bintang tiga rasa bintang lima. Selalu jadi pilihan kalau mau nginep di Malioboro",Positif
5/5,"Tempat parkir terbatas dan akses masuk parkir di gang sempit, jam 6-9 jalan Malioboro di tutup, otomatis gak bisa masuk lewat depan. Loby di lantai 8 dan kecil",Positif
5/5,"Sangat direkomendasikan jika Anda ingin menginap di Jogja, dekat dengan stasiun kereta api.Di sebelah pusat perbelanjaan.Jika Anda suka berbelanja batik, ini adalah area yang tepat.Kamar bagus, lorong dan kamar berbau harum.Suasana menyenangkan. Staf ramah.Sarapan bervariasi bahkan untuk Anda yang vegan.Juga merupakan nilai tambah karena di sebelah hotel; Mall Malioboro, mereka memiliki restoran vegan di food court lantai 3.Jadi jika Anda vegan, pesan saja hotel ini :)",Positif
5/5,"Membuat anda merasa sedikit berlibur dari Indonesia :))) good way. Anda dapat minum kopi, anggur, dan bir jika Anda mau. :)) tempat yang bagus. Para staf berbicara dengan baik dan Ruly yang manis. Sangat baik dan manis kami akan kembali dan menginap di sini di hotel saat kami kembali lagi nanti. :))) hati hati!!!",Positif
5/5,"Alhamdulillah dapet hotel yang punya balkon di kamarnya di jln malioboro. Suasana sekitarnya selalu ramai dengan tanpa melunturkan kearifan lokal, bikin kangen pengen ksni lagi.Cukup terhibur dengan hanya berjalan kaki menikmati suasana sekitar dengan berfoto ria. Dan jika ingin kliling atau beli oleh² bisa jg naik bentor atw andong dari dpn hotel.Menu makannya variatif dan enak.hanya saja utk area parkir agak kurang memadai. Walaupun demikian overall mengesankan.Smoga bisa kembali lg ksni.",Positif
5/5,"Lokasi Hotel yang sangat strategia tepat di Jalan Malioboro, fasilitas yang lengkap Binatang 3 dengan kamar yang luas dan bersih, sarapan dengan menu yang variasi dan enak, kolam renang yang ramah anak, ada mini teater juga yang bisa buat alternative hiburan anak, free snack bar deilengkapi dengan coffee maker juga Mantap. Recomended",Positif
5/5,"Lokasi nya sekitar 700 dari stasiun kereta.. Deket lah kalo kamu seneng explore daerah baru.. masuk ke hotel dari cafe kala jumpa. Lobby nya berada di lt. 8Sebelah hotel ada beberapa pilihan makanan.. kalau malam turun tinggal jalan kaki mau jalan disekitar Malioboro, atau mau menikmati pengamen sekitar ..Hotel ini ada kolam renangnya di lt. 8. Untuk kenyamanan oke banget, mini bar yg free, dan di refill pula  klo nginep lebih dr sehari.. sarapan nya enak² banyak pilihannya.. lengkap sih klo menurutku. Ada nasi dan kawan² nya, ada soto, buryam, rebusan, salad, gudeg yg pas manisnya untuk bukan org Jawa.. trus ada variasi menu yg beda tergantung harinya. Pop corn juga sama waffle dan pukis.  Oh iya ada jamu beras kencur dan kunyit asam juga.. rasanya enak.",Positif
5/5,"Ada fasilitas instant coffe maker juga. Ada balkon untuk bersantai minum kopi.No Smoking hotel yaaaa....Sayangnya kamar mandi hanya ada shower di atas, agak repot klo mau cuci kaki... Hrs extra hati2 biar tidak basah seluruh badan. Mandipun hrs pake shower cup, klo tidak rambut basah semua, sedangkan tdk tersedia fasilitas hair dryer, kecuali pinjam ke hotel.",Positif
5/5,"Kami menginap di kamar deluxe dengan interconnecting door., nyaman sekali..
Makanannya enak, pegawainya ramah, lokasi sangat strategis..
Pastinya akan nginep disini lagi kl ke jogja..",Positif
5/5,"Hotel sangat bagus dan bersih, semua staff nya ramah2 dan baik. Terima kasih mas firdaus sudah membantu selama saya menginap di sini🙏🏻",Positif
5/5,"Stafnya ramah.. proses chek in dan chek out juga cepat, dan lokasinya strategis bgt.. keluar hotel udah langsung jl malioboro, dan sebelah hotel plaza malioboro, kamarnya lumanyan luas dan ada balkon bisa buat ngechill kalo mlem, sarapannya juga lumayan variatif..",Positif
5/5,"Baguss deket jalan raya malioboro, deket museum juga.Yang ada balkonnya murah sih diangka 1jtan udah dapet pemandangan malioboro. Aksenya buat nyari makan jajanan di luar oke koq. Yang bau booking pesen kamar di jam 3 sore aja udah pasti dapet. Dan lebih baik telpon dlu pihak hotel kaya saya ya",Positif
5/5,"Hotel yang bagus dengan staf yang luar biasa. Berlokasi sentral di Malioboro, ini adalah tempat yang bagus untuk menginap dengan akses ke banyak toko, fasilitas, transportasi, dll. Kolam renang atap untuk istirahat dan minuman sore yang sangat dibutuhkan. Anda memiliki segalanya di dekat Anda. Kamar yang fantastis. Saya akan tinggal lagi. Dinilai 4 bintang, bukan 3.",Positif
5/5,"Lokasinya yg sangat strategis di samping mall malioboro di tengah pusat kota jogja. Parkiran jg dekat di bawah hotel. Lanjut ada cafe kala jumpa sekedar ngopi menikmati cemilan bertemu teman kolega atau keluarga di jogja sambil menikmati suasana jalanan malioboro. Dari check in dan selama di hotel para staff sangat ramah dan sigap. Kamar hotel yg lega sesuai dengan pesanan dgn fasilitas yg lengkap jg berfungsi dgn baik. Letak lobby ada di lantai 8 jg ada restauran dan outdoor swimming pool selain berenang jg bisa olah raga ringan lainnya, stretching, yoga atau berjemur matahari pagi. Breakfast dimulai dr jam 6-10 pagi. Luar biasa menu yg tersedia. Sangat enak dan variatif. Rasanya tidak cukup inap cm satu atau dua malam di sini.Aveta hotel jg tersedia theater donk. Kemudian meeting room, berbagai acara bs dirayakan di sini. Dari pertemuan perusahaan, pernihakan, pesta ulang tahun dan lainnya. Mau bersantai, liburan? perayaan atau perjalanan bisnis? Bersama teman, keluarga, sendirian atau pasangan.Untuk semua kalangan, pokonya recommended banget inap di sini.Selamat datang di aveta hotel malioboro gaees 😊",Positif
4/5,"Yang pengen liburan di area malioboroAveta sangat strategisAda indomaretAda cafeSebelahnya pijat refleksi Sebelahan sama malioboro mallKasurnya empuk nyamanToilet bersih bagus Menu makanan banyaaak banget,Saran booking jangan mendadak Rate weekend pricy",Positif
5/5,"Lokasi nya pas di jalan Malioboro, di sebelah Mall Malioboro.Agak unik sih.1. Yang menghadap ke jln malioboro adalah caffe nya, bukan main lobby hotel nya.2. Kalau mobil mau ke hotel harus masuk gang...walauoun hanya 30 an meter 😉3. Lobby hotel nya bukan di lantai dasar, tapi malah di lantai 8 😄.Tapi hotel ini cakep....Pelayanan nya OK dan ramah ramah.Room nya bersih dan rapih.  Lift pakai aksess.Nah..pas kesini, kebetulan dapat up kelas gratis 😄, jadi dapat di lantai 5, ada balkon nya serta gatis minuman dan snack di mini bar kulkas...trima kasih...",Positif
